,Country,Job Title,Gender,Quantity,Percentage
526,Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,5,5%
527,Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,5,5%
528,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Female,4,4%
529,Germany,Geographic Information Systems Data Manager (GIS Data Manager),Male,6,6%
530,Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,4,4%
531,Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,11,11%
532,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,5,5%
533,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,6,6%
534,Germany,Head of Information Systems and Data Processing,Female,5,5%
535,Germany,Head of Information Systems and Data Processing,Male,7,7%
536,Germany,Health Data Analyst,Male,1,1%
537,Germany,Internet Database Specialist,Female,4,4%
538,Germany,Internet Database Specialist,Male,7,7%
539,Germany,LiDAR Data Analyst,Male,1,1%
540,Germany,Log Data Technician,Female,1,1%
541,Germany,Log Data Technician,Male,2,2%
542,Germany,Maintenance Data Analyst,Female,1,1%
543,Germany,Marketing Database Analyst,Female,1,1%
544,Germany,Marketing Database Analyst,Male,2,2%
545,Germany,Medical Data Analyst,Female,2,2%
546,Germany,Micro Computer Data Processor,Female,1,1%
547,Germany,Micro Computer Data Processor,Male,1,1%
548,Germany,Naval Tactical Data System--Combat Information Center Officer,Male,1,1%
549,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Female,1,1%
550,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,2,2%
551,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,1,1%
552,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,1,1%
553,Germany,Not working,Female,378,391%
554,Germany,Not working,Male,231,239%
555,Germany,Oracle Database Administrator (Oracle DBA),Female,5,5%
556,Germany,Oracle Database Administrator (Oracle DBA),Male,13,13%
557,Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Female,2,2%
558,Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,1%
559,Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,1%
560,Germany,SQL Database Administrator,Female,1,1%
561,Germany,SQL Database Administrator,Male,4,4%
562,Germany,Survey Data Technician,Male,1,1%
563,Germany,Voice and Data Technician,Female,1,1%
564,Germany,Voice and Data Technician,Male,3,3%
565,Denmark,Automatic Data Processing Planner,Female,1,1%
566,Denmark,Automatic Data Processing Planner,Male,1,1%
567,Denmark,Automatic Data Processing Planner (ADP Planner),Female,1,1%
568,Denmark,Automatic Data Processing Planner (ADP Planner),Male,1,1%
569,Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,1,1%
570,Denmark,Clinical Data Manager,Male,1,1%
571,Denmark,Data Architect,Male,1,1%
572,Denmark,Data Base Design Analyst,Female,1,1%
573,Denmark,Data Communications Software Consultant,Female,1,1%
574,Denmark,Data Communications Software Consultant,Male,3,3%
575,Denmark,Data Coordinator,Male,2,2%
576,Denmark,Data Keyer,Male,1,1%
577,Denmark,Data Management Information Technology Specialist,Female,1,1%
578,Denmark,Data Manager,Male,1,1%
579,Denmark,Data Officer,Female,2,2%
580,Denmark,Data Officer,Male,2,2%
581,Denmark,Data Operations Director,Male,1,1%
582,Denmark,Data Processing Auditor,Male,1,1%
583,Denmark,Data Processing Consultant,Female,1,1%
584,Denmark,Data Processing Consultant,Male,1,1%
585,Denmark,Data Processing Manager,Male,1,1%
586,Denmark,Data Scientist,Male,1,1%
587,Denmark,Data Storage Specialist,Female,1,1%
588,Denmark,Data Storage Specialist,Male,1,1%
589,Denmark,Data Systems Manager,Male,1,1%
590,Denmark,Data Transcriber,Male,1,1%
591,Denmark,Data Typist,Female,1,1%
592,Denmark,Data Warehouse Analyst,Male,1,1%
593,Denmark,Data Warehouse Architect,Male,2,2%
594,Denmark,Data Warehouse Developer,Female,1,1%
595,Denmark,Data Warehouse Specialist,Female,1,1%
596,Denmark,Data Warehousing Specialist,Female,1,1%
597,Denmark,Database Administration Associate,Female,1,1%
598,Denmark,Database Consultant,Male,1,1%
599,Denmark,Database Coordinator,Female,1,1%
600,Denmark,Database Coordinator,Male,1,1%
601,Denmark,Database Designer,Female,1,1%
602,Denmark,Database Development and Administration Project Manager,Female,1,1%
603,Denmark,Database Development and Administration Project Manager,Male,1,1%
604,Denmark,Database Engineer,Female,1,1%
605,Denmark,Database Management System Specialist (DBMS Specialist),Female,2,2%
606,Denmark,Database Modeler,Male,1,1%
607,Denmark,Database Security Expert,Female,1,1%
608,Denmark,Database Security Expert,Male,1,1%
609,Denmark,Database Specialist,Female,1,1%
610,Denmark,Database Specialist,Male,2,2%
611,Denmark,Database Tester,Female,1,1%
612,Denmark,Database Tester,Male,1,1%
613,Denmark,Databases Computer Consultant,Female,1,1%
614,Denmark,Director of Data Operations,Male,1,1%
615,Denmark,Electronic Data Interchange System Developer (EDI System Developer),Male,2,2%
616,Denmark,Electronic Data Processing Auditor (EDP Auditor),Male,1,1%
617,Denmark,Field Traffic Data Technician,Male,1,1%
618,Denmark,Health Data Analyst,Male,1,1%
619,Denmark,Internet Database Specialist,Female,1,1%
620,Denmark,Medical Data Analyst,Male,1,1%
621,Denmark,Not working,Female,30,31%
622,Denmark,Not working,Male,18,18%
623,Denmark,Oracle Database Administrator (Oracle DBA),Female,1,1%
624,Denmark,Oracle Database Administrator (Oracle DBA),Male,2,2%
625,Denmark,SQL Database Administrator,Male,1,1%
626,Denmark,Survey Data Technician,Female,2,2%
627,Estonia,Data Base Design Analyst,Female,1,1%
628,Estonia,Data Collection Technician,Male,1,1%
629,Estonia,Data Entry Supervisor,Male,1,1%
630,Estonia,Data Management Information Technology Specialist,Male,1,1%
631,Estonia,Data Operations Director,Female,1,1%
632,Estonia,Data Processing Supervisor,Male,1,1%
633,Estonia,Database Administration Manager,Male,1,1%
634,Estonia,Database Manager,Male,1,1%
635,Estonia,Director of Data Operations,Female,1,1%
636,Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,1%
637,Estonia,Not working,Female,4,4%
638,Estonia,Not working,Male,4,4%
639,Spain,Analytical Data Miner,Male,1,1%
640,Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,5,5%
641,Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,6,6%
642,Spain,Automatic Data Processing Planner,Female,5,5%
643,Spain,Automatic Data Processing Planner,Male,4,4%
644,Spain,Automatic Data Processing Planner (ADP Planner),Female,3,3%
645,Spain,Automatic Data Processing Planner (ADP Planner),Male,8,8%
646,Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,3,3%
647,Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,4,4%
648,Spain,Business Database Analyst,Female,1,1%
649,Spain,Business Database Analyst,Male,1,1%
650,Spain,Clinical Data Abstractor,Male,1,1%
651,Spain,Clinical Data Associate,Female,1,1%
652,Spain,Clinical Data Associate,Male,1,1%
653,Spain,Clinical Data Management Manager (CDM Manager),Female,1,1%
654,Spain,Clinical Data Management Manager (CDM Manager),Male,2,2%
655,Spain,Clinical Data Manager,Male,2,2%
656,Spain,Clinical Data Specialist,Female,1,1%
657,Spain,Computer or Data Processing Systems Consultant,Female,4,4%
658,Spain,Computer or Data Processing Systems Consultant,Male,5,5%
659,Spain,Crime Data Specialist,Male,1,1%
660,Spain,Data Administrator,Male,2,2%
661,Spain,Data Analysis Assistant,Male,1,1%
662,Spain,Data Analyst,Female,1,1%
663,Spain,Data Architect,Female,3,3%
664,Spain,Data Architect,Male,5,5%
665,Spain,Data Base Design Analyst,Female,4,4%
666,Spain,Data Base Design Analyst,Male,2,2%
667,Spain,Data Collector,Female,1,1%
668,Spain,Data Communications Analyst,Female,2,2%
669,Spain,Data Communications Analyst,Male,3,3%
670,Spain,Data Communications Software Consultant,Female,6,6%
671,Spain,Data Communications Software Consultant,Male,4,4%
672,Spain,Data Communications Technician,Female,1,1%
673,Spain,Data Communications Technician,Male,1,1%
674,Spain,Data Compiler,Female,2,2%
675,Spain,Data Compiler,Male,2,2%
676,Spain,Data Control Clerk Supervisor,Male,1,1%
677,Spain,Data Conversion Operator,Female,1,1%
678,Spain,Data Coordinator,Female,3,3%
679,Spain,Data Coordinator,Male,7,7%
680,Spain,Data Entry Associate,Female,1,1%
681,Spain,Data Entry Machine Operator,Female,2,2%
682,Spain,Data Entry Machine Operator,Male,1,1%
683,Spain,Data Entry Operator,Male,1,1%
684,Spain,Data Entry Representative,Female,1,1%
685,Spain,Data Entry Specialist,Female,1,1%
686,Spain,Data Entry Supervisor,Male,1,1%
687,Spain,Data Examination Clerk,Male,1,1%
688,Spain,Data Input Clerk,Male,1,1%
689,Spain,Data Keyer,Male,1,1%
690,Spain,Data Management Associate,Female,4,4%
691,Spain,Data Management Associate,Male,6,6%
692,Spain,Data Management Information Technology Specialist,Female,2,2%
693,Spain,Data Management Information Technology Specialist,Male,3,3%
694,Spain,Data Management Manager,Male,1,1%
695,Spain,Data Miner,Female,3,3%
696,Spain,Data Miner,Male,2,2%
697,Spain,Data Modeler,Male,1,1%
698,Spain,Data Modeling Specialist,Female,5,5%
699,Spain,Data Modeling Specialist,Male,4,4%
700,Spain,Data Officer,Female,1,1%
701,Spain,Data Officer,Male,1,1%
702,Spain,Data Operations Director,Female,2,2%
703,Spain,Data Operations Director,Male,2,2%
704,Spain,Data Processing Auditor,Female,1,1%
705,Spain,Data Processing Auditor,Male,3,3%
706,Spain,Data Processing Auxiliary Equipment Operator,Male,2,2%
707,Spain,Data Processing Clerk,Male,3,3%
708,Spain,Data Processing Consultant,Female,3,3%
709,Spain,Data Processing Consultant,Male,3,3%
710,Spain,Data Processing Equipment Repairer,Female,1,1%
711,Spain,Data Processing Equipment Repairer,Male,3,3%
712,Spain,Data Processing Manager,Female,3,3%
713,Spain,Data Processing Manager,Male,5,5%
714,Spain,Data Processing Mechanic,Male,1,1%
715,Spain,Data Processing Supervisor,Female,1,1%
716,Spain,Data Processing Supervisor,Male,1,1%
717,Spain,Data Processing Systems Analyst,Female,2,2%
718,Spain,Data Processing Systems Analyst,Male,8,8%
719,Spain,Data Processing Systems Project Planner,Female,4,4%
720,Spain,Data Processing Systems Project Planner,Male,4,4%
721,Spain,Data Recovery Planner,Male,2,2%
722,Spain,Data Reduction Technician,Female,4,4%
723,Spain,Data Reviewer,Female,1,1%
724,Spain,Data Sciences Director,Female,3,3%
725,Spain,Data Sciences Director,Male,2,2%
726,Spain,Data Scientist,Female,2,2%
727,Spain,Data Scientist,Male,5,5%
728,Spain,Data Security Administrator,Female,6,6%
729,Spain,Data Security Administrator,Male,5,5%
730,Spain,Data Security Analyst,Female,6,6%
731,Spain,Data Security Analyst,Male,4,4%
732,Spain,Data Storage Specialist,Female,1,1%
733,Spain,Data Storage Specialist,Male,4,4%
734,Spain,Data Systems Manager,Female,4,4%
735,Spain,Data Systems Manager,Male,7,7%
736,Spain,Data Technician,Male,2,2%
737,Spain,Data Transcriber,Female,1,1%
738,Spain,Data Transcriber,Male,1,1%
739,Spain,Data Typist,Female,1,1%
740,Spain,Data Warehouse Analyst,Female,4,4%
741,Spain,Data Warehouse Analyst,Male,4,4%
742,Spain,Data Warehouse Architect,Female,5,5%
743,Spain,Data Warehouse Architect,Male,4,4%
744,Spain,Data Warehouse Developer,Male,2,2%
745,Spain,Data Warehouse Specialist,Female,5,5%
746,Spain,Data Warehouse Specialist,Male,4,4%
747,Spain,Data Warehousing Engineer,Female,4,4%
748,Spain,Data Warehousing Engineer,Male,1,1%
749,Spain,Data Warehousing Manager,Female,4,4%
750,Spain,Data Warehousing Manager,Male,1,1%
751,Spain,Data Warehousing Specialist,Female,1,1%
752,Spain,Data Warehousing Specialist,Male,2,2%
753,Spain,Database Administration Associate,Female,3,3%
754,Spain,Database Administration Associate,Male,4,4%
755,Spain,Database Administration Manager,Female,1,1%
756,Spain,Database Administration Manager,Male,7,7%
757,Spain,Database Administration Project Manager,Female,2,2%
758,Spain,Database Architect,Female,2,2%
759,Spain,Database Architect,Male,6,6%
760,Spain,Database Consultant,Female,1,1%
761,Spain,Database Consultant,Male,2,2%
762,Spain,Database Coordinator,Female,8,8%
763,Spain,Database Coordinator,Male,4,4%
764,Spain,Database Design Analyst,Female,4,4%
765,Spain,Database Designer,Male,5,5%
766,Spain,Database Developer,Female,1,1%
767,Spain,Database Development Project Manager,Female,1,1%
768,Spain,Database Development Project Manager,Male,1,1%
769,Spain,Database Development and Administration Project Manager,Female,6,6%
770,Spain,Database Development and Administration Project Manager,Male,7,7%
771,Spain,Database Engineer,Female,6,6%
772,Spain,Database Engineer,Male,5,5%
773,Spain,Database Management System Specialist (DBMS Specialist),Female,4,4%
774,Spain,Database Management System Specialist (DBMS Specialist),Male,9,9%
775,Spain,Database Manager,Female,2,2%
776,Spain,Database Manager,Male,7,7%
777,Spain,Database Marketing Analyst,Female,3,3%
778,Spain,Database Marketing Analyst,Male,3,3%
779,Spain,Database Modeler,Female,1,1%
780,Spain,Database Modeler,Male,1,1%
781,Spain,Database Security Administrator,Female,4,4%
782,Spain,Database Security Administrator,Male,4,4%
783,Spain,Database Security Expert,Female,3,3%
784,Spain,Database Security Expert,Male,5,5%
785,Spain,Database Software Technician,Female,2,2%
786,Spain,Database Software Technician,Male,6,6%
787,Spain,Database Specialist,Female,2,2%
788,Spain,Database Specialist,Male,3,3%
789,Spain,Database Technician,Male,1,1%
790,Spain,Database Tester,Male,3,3%
791,Spain,Databases Computer Consultant,Female,2,2%
792,Spain,Databases Computer Consultant,Male,3,3%
793,Spain,Databases Software Consultant,Female,3,3%
794,Spain,Databases Software Consultant,Male,4,4%
795,Spain,Datastage Developer,Male,1,1%
796,Spain,Director of Data Operations,Female,5,5%
797,Spain,Director of Data Operations,Male,3,3%
798,Spain,Electronic Data Interchange System Developer (EDI System Developer),Female,3,3%
799,Spain,Electronic Data Interchange System Developer (EDI System Developer),Male,6,6%
800,Spain,Electronic Data Processing Auditor (EDP Auditor),Female,3,3%
801,Spain,Electronic Data Processing Auditor (EDP Auditor),Male,3,3%
802,Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,4,4%
803,Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,1,1%
804,Spain,Field Artillery Automated Tactical Data System Specialist,Female,1,1%
805,Spain,Field Artillery Automated Tactical Data System Specialist,Male,1,1%
806,Spain,Field Traffic Data Technician,Male,1,1%
807,Spain,Flight Data Technician,Male,1,1%
808,Spain,Flight Test Data Acquisition Technician,Female,1,1%
809,Spain,Flight Test Data Acquisition Technician,Male,2,2%
810,Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,4,4%
811,Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,5,5%
812,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Female,4,4%
813,Spain,Geographic Information Systems Data Manager (GIS Data Manager),Male,6,6%
814,Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,2,2%
815,Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,3,3%
816,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,2,2%
817,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,6,6%
818,Spain,Head of Information Systems and Data Processing,Female,3,3%
819,Spain,Head of Information Systems and Data Processing,Male,5,5%
820,Spain,Health Data Analyst,Male,2,2%
821,Spain,Internet Database Specialist,Female,2,2%
822,Spain,Internet Database Specialist,Male,1,1%
823,Spain,LiDAR Data Analyst,Female,1,1%
824,Spain,LiDAR Data Analyst,Male,1,1%
825,Spain,Maintenance Data Analyst,Male,1,1%
826,Spain,Marketing Database Analyst,Male,1,1%
827,Spain,Medical Data Analyst,Male,1,1%
828,Spain,Micro Computer Data Processor,Female,2,2%
829,Spain,Micro Computer Data Processor,Male,1,1%
830,Spain,Naval Tactical Data System--Combat Information Center Officer,Female,1,1%
831,Spain,Naval Tactical Data System--Combat Information Center Officer,Male,2,2%
832,Spain,Not working,Female,248,257%
833,Spain,Not working,Male,175,181%
834,Spain,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,1%
835,Spain,Oracle Database Administrator (Oracle DBA),Female,3,3%
836,Spain,Oracle Database Administrator (Oracle DBA),Male,4,4%
837,Spain,Reference Data Expert,Female,1,1%
838,Spain,Reference Data Expert,Male,1,1%
839,Spain,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,1%
840,Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,1%
841,Spain,SQL Database Administrator,Female,3,3%
842,Spain,SQL Database Administrator,Male,5,5%
843,Spain,Scientific Database Curator,Male,2,2%
844,Spain,Survey Data Technician,Female,1,1%
845,Spain,Voice and Data Technician,Female,1,1%
846,Spain,Voice and Data Technician,Male,1,1%
847,Spain,Weight in Motion Field Data Collection Technician,Female,2,2%
848,Spain,Weight in Motion Field Data Collection Technician,Male,2,2%
849,Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,1%
850,Finland,Automatic Data Processing Planner (ADP Planner),Female,1,1%
851,Finland,Clinical Data Management Manager (CDM Manager),Female,1,1%
852,Finland,Computer or Data Processing Systems Consultant,Female,1,1%
853,Finland,Computer or Data Processing Systems Consultant,Male,1,1%
854,Finland,Data Administrator,Male,1,1%
855,Finland,Data Analysis Assistant,Male,1,1%
856,Finland,Data Architect,Female,1,1%
857,Finland,Data Collection Technician,Male,1,1%
858,Finland,Data Communications Analyst,Female,1,1%
859,Finland,Data Coordinator,Female,2,2%
860,Finland,Data Coordinator,Male,1,1%
861,Finland,Data Entry Representative,Male,1,1%
862,Finland,Data Management Information Technology Specialist,Female,1,1%
863,Finland,Data Manager,Male,1,1%
864,Finland,Data Modeling Specialist,Female,2,2%
865,Finland,Data Officer,Female,1,1%
866,Finland,Data Officer,Male,2,2%
867,Finland,Data Operations Director,Male,1,1%
868,Finland,Data Processing Auditor,Male,2,2%
869,Finland,Data Processing Consultant,Female,1,1%
870,Finland,Data Processing Manager,Male,1,1%
871,Finland,Data Processing Mechanic,Male,1,1%
872,Finland,Data Processing Systems Analyst,Male,1,1%
873,Finland,Data Reduction Technician,Female,1,1%
874,Finland,Data Reduction Technician,Male,1,1%
875,Finland,Data Scientist,Male,1,1%
876,Finland,Data Security Analyst,Male,1,1%
877,Finland,Data Storage Specialist,Female,1,1%
878,Finland,Data Transcriber,Female,1,1%
879,Finland,Data Warehouse Developer,Male,1,1%
880,Finland,Data Warehousing Engineer,Male,1,1%
881,Finland,Data Warehousing Manager,Male,1,1%
882,Finland,Data Warehousing Specialist,Female,1,1%
883,Finland,Database Administration Associate,Female,1,1%
884,Finland,Database Administration Manager,Female,1,1%
885,Finland,Database Administration Manager,Male,2,2%
886,Finland,Database Consultant,Female,1,1%
887,Finland,Database Coordinator,Male,1,1%
888,Finland,Database Development Project Manager,Female,1,1%
889,Finland,Database Development and Administration Project Manager,Male,1,1%
890,Finland,Database Manager,Female,1,1%
891,Finland,Database Marketing Analyst,Male,3,3%
892,Finland,Database Software Technician,Male,2,2%
893,Finland,Database Specialist,Male,1,1%
894,Finland,Database Tester,Female,1,1%
895,Finland,Database Tester,Male,1,1%
896,Finland,Databases Computer Consultant,Female,1,1%
897,Finland,Databases Computer Consultant,Male,1,1%
898,Finland,Databases Software Consultant,Male,1,1%
899,Finland,Datastage Developer,Female,1,1%
900,Finland,Director of Data Operations,Male,2,2%
901,Finland,Electronic Data Processing Auditor (EDP Auditor),Male,2,2%
902,Finland,Field Artillery Automated Tactical Data System Specialist,Male,1,1%
903,Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,2,2%
904,Finland,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,1%
905,Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,1%
906,Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,2%
907,Finland,Internet Database Specialist,Male,1,1%
908,Finland,Naval Tactical Data System--Combat Information Center Officer,Female,1,1%
909,Finland,Not working,Female,24,24%
910,Finland,Not working,Male,14,14%
911,Finland,Oracle Database Administrator (Oracle DBA),Female,1,1%
912,Finland,Oracle Database Administrator (Oracle DBA),Male,1,1%
913,Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,1%
914,France,Analytical Data Miner,Female,1,1%
915,France,Analytical Data Miner,Male,1,1%
916,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,1,1%
917,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,10,10%
918,France,Automatic Data Processing Planner,Female,6,6%
919,France,Automatic Data Processing Planner,Male,7,7%
920,France,Automatic Data Processing Planner (ADP Planner),Female,4,4%
921,France,Automatic Data Processing Planner (ADP Planner),Male,5,5%
922,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,2,2%
923,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,9,9%
924,France,Business Database Analyst,Female,2,2%
925,France,Business Database Analyst,Male,1,1%
926,France,Clinical Data Analyst,Male,2,2%
927,France,Clinical Data Associate,Female,2,2%
928,France,Clinical Data Coordinator,Male,2,2%
929,France,Clinical Data Management Associate Director,Female,1,1%
930,France,Clinical Data Management Associate Director,Male,1,1%
931,France,Clinical Data Management Manager (CDM Manager),Female,2,2%
932,France,Clinical Data Management Manager (CDM Manager),Male,2,2%
933,France,Clinical Data Manager,Female,1,1%
934,France,Clinical Data Manager,Male,1,1%
935,France,Clinical Data Specialist,Male,1,1%
936,France,Clinical Trials Data Coordinator,Female,2,2%
937,France,Clinical Trials Data Coordinator,Male,1,1%
938,France,Computer or Data Processing Systems Consultant,Female,1,1%
939,France,Computer or Data Processing Systems Consultant,Male,13,13%
940,France,Crime Data Specialist,Female,1,1%
941,France,Customer Data Technician,Male,1,1%
942,France,Data Administrator,Female,3,3%
943,France,Data Administrator,Male,3,3%
944,France,Data Architect,Female,5,5%
945,France,Data Architect,Male,8,8%
946,France,Data Base Design Analyst,Female,3,3%
947,France,Data Base Design Analyst,Male,7,7%
948,France,Data Capture Specialist,Male,1,1%
949,France,Data Coder Operator,Male,2,2%
950,France,Data Collection Technician,Female,3,3%
951,France,Data Collector,Female,1,1%
952,France,Data Communications Analyst,Female,2,2%
953,France,Data Communications Analyst,Male,7,7%
954,France,Data Communications Software Consultant,Female,3,3%
955,France,Data Communications Software Consultant,Male,6,6%
956,France,Data Communications Technician,Female,1,1%
957,France,Data Communications Technician,Male,3,3%
958,France,Data Control Assistant,Male,1,1%
959,France,Data Control Clerk Supervisor,Male,1,1%
960,France,Data Coordinator,Female,5,5%
961,France,Data Coordinator,Male,7,7%
962,France,Data Entry Clerk,Female,1,1%
963,France,Data Entry Clerk,Male,3,3%
964,France,Data Entry Machine Operator,Female,2,2%
965,France,Data Entry Representative,Female,1,1%
966,France,Data Entry Representative,Male,3,3%
967,France,Data Entry Specialist,Female,2,2%
968,France,Data Entry Supervisor,Female,1,1%
969,France,Data Input Clerk,Male,1,1%
970,France,Data Management Associate,Female,4,4%
971,France,Data Management Associate,Male,10,10%
972,France,Data Management Information Technology Specialist,Male,4,4%
973,France,Data Management Manager,Male,1,1%
974,France,Data Manager,Female,1,1%
975,France,Data Miner,Female,4,4%
976,France,Data Miner,Male,8,8%
977,France,Data Modeler,Female,1,1%
978,France,Data Modeler,Male,1,1%
979,France,Data Modeling Specialist,Female,3,3%
980,France,Data Modeling Specialist,Male,11,11%
981,France,Data Officer,Female,7,7%
982,France,Data Officer,Male,8,8%
983,France,Data Operations Director,Female,2,2%
984,France,Data Operations Director,Male,4,4%
985,France,Data Processing Auditor,Female,3,3%
986,France,Data Processing Auditor,Male,4,4%
987,France,Data Processing Consultant,Male,5,5%
988,France,Data Processing Manager,Female,2,2%
989,France,Data Processing Manager,Male,7,7%
990,France,Data Processing Systems Analyst,Female,3,3%
991,France,Data Processing Systems Analyst,Male,7,7%
992,France,Data Processing Systems Project Planner,Female,2,2%
993,France,Data Processing Systems Project Planner,Male,5,5%
994,France,Data Recovery Planner,Female,2,2%
995,France,Data Reduction Technician,Male,1,1%
996,France,Data Sciences Director,Male,1,1%
997,France,Data Scientist,Female,4,4%
998,France,Data Scientist,Male,3,3%
999,France,Data Security Administrator,Female,5,5%
1000,France,Data Security Administrator,Male,7,7%
1001,France,Data Security Analyst,Female,3,3%
1002,France,Data Security Analyst,Male,4,4%
1003,France,Data Specialist,Male,1,1%
1004,France,Data Storage Specialist,Female,1,1%
1005,France,Data Storage Specialist,Male,8,8%
1006,France,Data Systems Manager,Female,2,2%
1007,France,Data Systems Manager,Male,4,4%
1008,France,Data Technician,Female,1,1%
1009,France,Data Transcriber,Female,2,2%
1010,France,Data Transcriber,Male,1,1%
1011,France,Data Typist,Male,1,1%
1012,France,Data Warehouse Analyst,Female,4,4%
1013,France,Data Warehouse Analyst,Male,6,6%
1014,France,Data Warehouse Architect,Female,4,4%
1015,France,Data Warehouse Architect,Male,5,5%
1016,France,Data Warehouse Developer,Female,1,1%
1017,France,Data Warehouse Developer,Male,4,4%
1018,France,Data Warehouse Specialist,Female,5,5%
1019,France,Data Warehouse Specialist,Male,6,6%
1020,France,Data Warehousing Engineer,Female,3,3%
1021,France,Data Warehousing Engineer,Male,3,3%
1022,France,Data Warehousing Manager,Female,1,1%
1023,France,Data Warehousing Manager,Male,8,8%
1024,France,Data Warehousing Specialist,Female,3,3%
1025,France,Data Warehousing Specialist,Male,4,4%
1026,France,Database Administration Associate,Female,4,4%
1027,France,Database Administration Associate,Male,6,6%
1028,France,Database Administration Manager,Female,1,1%
1029,France,Database Administration Manager,Male,1,1%
1030,France,Database Administration Project Manager,Male,1,1%
1031,France,Database Analyst,Female,1,1%
1032,France,Database Analyst,Male,2,2%
1033,France,Database Architect,Female,6,6%
1034,France,Database Architect,Male,5,5%
1035,France,Database Consultant,Female,9,9%
1036,France,Database Consultant,Male,5,5%
1037,France,Database Coordinator,Female,4,4%
1038,France,Database Coordinator,Male,11,11%
1039,France,Database Design Analyst,Female,4,4%
1040,France,Database Design Analyst,Male,4,4%
1041,France,Database Designer,Female,2,2%
1042,France,Database Designer,Male,6,6%
1043,France,Database Developer,Male,1,1%
1044,France,Database Development Project Manager,Male,1,1%
1045,France,Database Development and Administration Project Manager,Female,3,3%
1046,France,Database Development and Administration Project Manager,Male,7,7%
1047,France,Database Engineer,Female,2,2%
1048,France,Database Engineer,Male,7,7%
1049,France,Database Management System Specialist (DBMS Specialist),Female,1,1%
1050,France,Database Management System Specialist (DBMS Specialist),Male,3,3%
1051,France,Database Manager,Female,7,7%
1052,France,Database Manager,Male,3,3%
1053,France,Database Marketing Analyst,Female,6,6%
1054,France,Database Marketing Analyst,Male,6,6%
1055,France,Database Modeler,Female,3,3%
1056,France,Database Modeler,Male,10,10%
1057,France,Database Programmer,Female,2,2%
1058,France,Database Programmer,Male,1,1%
1059,France,Database Security Administrator,Female,1,1%
1060,France,Database Security Administrator,Male,7,7%
1061,France,Database Security Expert,Female,3,3%
1062,France,Database Security Expert,Male,4,4%
1063,France,Database Software Technician,Female,4,4%
1064,France,Database Software Technician,Male,9,9%
1065,France,Database Specialist,Female,2,2%
1066,France,Database Specialist,Male,6,6%
1067,France,Database Tester,Female,4,4%
1068,France,Database Tester,Male,7,7%
1069,France,Databases Computer Consultant,Female,4,4%
1070,France,Databases Computer Consultant,Male,3,3%
1071,France,Databases Software Consultant,Female,3,3%
1072,France,Databases Software Consultant,Male,3,3%
1073,France,Datastage Developer,Male,1,1%
1074,France,Director of Data Operations,Female,5,5%
1075,France,Director of Data Operations,Male,11,11%
